agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime,endDateTime
USGS,04087170,1994-03-29,11:15,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00600,NA,1.9,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-03-29T11:15:00Z,NA
USGS,04087170,1994-03-29,11:15,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00605,NA,0.62,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-03-29T11:15:00Z,NA
USGS,04087170,1994-03-29,11:15,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00608,NA,0.082,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-03-29T11:15:00Z,NA
USGS,04087170,1994-03-29,11:15,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00625,NA,0.7,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-03-29T11:15:00Z,NA
USGS,04087170,1994-03-29,11:15,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00631,NA,1.17,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-03-29T11:15:00Z,NA
USGS,04087170,1994-03-29,11:15,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,32210,NA,2.59,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-03-29T11:15:00Z,NA
USGS,04087170,1994-04-08,10:50,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00600,NA,1.5,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-04-08T10:50:00Z,NA
USGS,04087170,1994-04-08,10:50,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00605,NA,0.62,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-04-08T10:50:00Z,NA
USGS,04087170,1994-04-08,10:50,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00608,NA,0.081,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-04-08T10:50:00Z,NA
USGS,04087170,1994-04-08,10:50,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00625,NA,0.7,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-04-08T10:50:00Z,NA
USGS,04087170,1994-04-08,10:50,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00631,NA,0.832,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-04-08T10:50:00Z,NA
USGS,04087170,1994-04-08,10:50,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,32210,NA,8.11,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-04-08T10:50:00Z,NA
USGS,04087170,1994-04-19,13:00,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00600,NA,2.2,NA,ALGOR,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-04-19T13:00:00Z,NA
