agency_cd,site_no,sample_dt,sample_tm,sample_end_dt,sample_end_tm,sample_start_time_datum_cd,tm_datum_rlbty_cd,coll_ent_cd,medium_cd,project_cd,aqfr_cd,tu_id,body_part_id,hyd_cond_cd,samp_type_cd,hyd_event_cd,sample_lab_cm_tx,parm_cd,remark_cd,result_va,val_qual_tx,meth_cd,dqi_cd,rpt_lev_va,rpt_lev_cd,lab_std_va,prep_set_no,prep_dt,anl_set_no,anl_dt,result_lab_cm_tx,anl_ent_cd,startDateTime
USGS,05474000,1966-12-12,13:15,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.36,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966-12-12T13:15:00Z
USGS,05474000,1967-04-17,15:40,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00607,NA,3.2,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967-04-17T15:40:00Z
USGS,05474000,1967-04-17,15:40,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00608,NA,0.07,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967-04-17T15:40:00Z
USGS,05474000,1967-04-17,15:40,NA,NA,CST,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,3.8,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967-04-17T15:40:00Z
USGS,05474000,1967-06-12,14:00,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00607,NA,11,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967-06-12T14:00:00Z
USGS,05474000,1967-06-12,14:00,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00608,NA,0.18,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967-06-12T14:00:00Z
USGS,05474000,1967-06-12,14:00,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,4.5,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967-06-12T14:00:00Z
USGS,05474000,1967-09-11,05:51,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00607,NA,0.61,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967-09-11T05:51:00Z
USGS,05474000,1967-09-11,05:51,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00608,<,0.01,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967-09-11T05:51:00Z
USGS,05474000,1967-09-11,05:51,NA,NA,CDT,T,USGS-WRD,WS,NA,NA,NA,NA,A,9,9,NA,00618,NA,0.09,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967-09-11T05:51:00Z
USGS,05474000,1977-11-09,11:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00610,NA,0.04,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977-11-09T11:00:00Z
USGS,05474000,1977-11-09,11:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00623,NA,1.5,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977-11-09T11:00:00Z
USGS,05474000,1977-11-09,11:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00630,NA,9.4,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977-11-09T11:00:00Z
USGS,05474000,1977-12-20,14:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00610,NA,0.43,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977-12-20T14:00:00Z
USGS,05474000,1977-12-20,14:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00623,NA,1.6,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977-12-20T14:00:00Z
USGS,05474000,1977-12-20,14:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00630,NA,6.2,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977-12-20T14:00:00Z
USGS,05474000,1978-01-31,17:30,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00600,NA,5.7,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-31T17:30:00Z
USGS,05474000,1978-01-31,17:30,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00605,NA,0.29,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-31T17:30:00Z
USGS,05474000,1978-01-31,17:30,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00610,NA,0.53,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-31T17:30:00Z
USGS,05474000,1978-01-31,17:30,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00623,NA,0.89,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-31T17:30:00Z
USGS,05474000,1978-01-31,17:30,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00624,NA,0,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-31T17:30:00Z
USGS,05474000,1978-01-31,17:30,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00625,NA,0.82,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-31T17:30:00Z
USGS,05474000,1978-01-31,17:30,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00630,NA,4.9,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-31T17:30:00Z
USGS,05474000,1978-01-31,17:30,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,71887,NA,25,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-01-31T17:30:00Z
USGS,05474000,1978-03-22,18:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00600,NA,8,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-03-22T18:00:00Z
USGS,05474000,1978-03-22,18:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00605,NA,4,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-03-22T18:00:00Z
USGS,05474000,1978-03-22,18:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00610,NA,1.5,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-03-22T18:00:00Z
USGS,05474000,1978-03-22,18:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00623,NA,1.3,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-03-22T18:00:00Z
USGS,05474000,1978-03-22,18:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00624,NA,4.2,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-03-22T18:00:00Z
USGS,05474000,1978-03-22,18:00,NA,NA,CST,T,NA,WS,00300,NA,NA,NA,A,9,9,NA,00625,NA,5.5,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978-03-22T18:00:00Z
